WKT,kenyaopendata:Boys Toilets,kenyaopendata:Costituency,kenyaopendata:District,kenyaopendata:Division,kenyaopendata:GOK TSC Female,kenyaopendata:GOK TSC Male,kenyaopendata:Girls Toilets,kenyaopendata:Level of Education,kenyaopendata:Local Authority Female,kenyaopendata:Local Authority Male,kenyaopendata:Location,kenyaopendata:Non-Teaching Staff Female,kenyaopendata:Non-Teaching Staff Male,kenyaopendata:Others Female,kenyaopendata:Others Male,kenyaopendata:PTA BOG Female,kenyaopendata:PTA BOG Male,kenyaopendata:Province,kenyaopendata:Pupil Classroom Ratio,kenyaopendata:Pupil Teacher Ratio,kenyaopendata:Pupil Toilet Ratio,kenyaopendata:School Institution Type_1,kenyaopendata:School Institution Type_2,kenyaopendata:School Institution Type_3,kenyaopendata:Sponsor of School,kenyaopendata:Status of School,kenyaopendata:Teachers Toilets,kenyaopendata:Total Boys,kenyaopendata:Total Enrolment,kenyaopendata:Total Girls,kenyaopendata:Total Number of Classrooms,kenyaopendata:Total Toilets,kenyaopendata:official_name,osm:_timestamp,osm:_user,osm:accessibility,osm:amenity,osm:boundary_type:Ward_boundary,osm:building:levels,osm:building:material,osm:building:roof,osm:contact:address,osm:contact:phone,osm:education:curriculum,osm:education:exam_center,osm:education:extra_drama,osm:education:extra_music,osm:education:extra_scouts,osm:education:extra_sports,osm:education:fees,osm:education:gender_type,osm:education:government_registered,osm:education:management_committee,osm:education:program_counselling,osm:education:program_feeding,osm:education:program_sanitary_towel,osm:education:pta,osm:education:students,osm:education:teachers,osm:education:teachers_female,osm:education:teachers_male,osm:education:teachers_trained,osm:education:tsc_employed,osm:education:type,osm:electricity:operational_status,osm:id,osm:image:classroom,osm:image:compound,osm:image:other,osm:image:outside,osm:is_in:constituency,osm:is_in:estate,osm:is_in:ward,osm:location,osm:name,osm:official_name,osm:operational_status:electricity,osm:operator:name,osm:operator:type,osm:place:village,osm:toilet:present,osm:contact:email,osm:education:fees_level4,osm:education:fees_level5,osm:education:program_orphans,osm:education:student_age_range,osm:education:students_female,osm:education:students_male,osm:opening_hours,osm:education:boarding,osm:education:fees_level1,osm:education:fees_level2,osm:education:fees_level3,osm:education:program_counseling,osm:education:program_other,osm:education:program_special_needs,osm:education:program_sports,osm:education:staff_female,osm:education:staff_male,osm:media:video_device_number,osm:media:video_number,osm:operational_status,osm:education:fees_optional,osm:education:school_head,osm:image,osm:is_in:village,osm:operator:description,osm:education:description,osm:education:fees_sponsored,osm:source,osm:education:exam_affiliate,osm:education:teachers_untrained,kenyaopendata:Acreage,kenyaopendata:Acreage per enrolment,kenyaopendata:Code,kenyaopendata:Day or Boarding,kenyaopendata:Girls/Boys/Mixed,kenyaopendata:Local Authority Female Teachers,kenyaopendata:Local Authority Male Teachers,kenyaopendata:Non Teaching Staff Female,kenyaopendata:Non Teaching Staff Male,kenyaopendata:Ordinary or Special,kenyaopendata:Other Female Teachers,kenyaopendata:Other Male Teachers,kenyaopendata:PTA Board of Governors Female Teacher,kenyaopendata:PTA Board of Governors Male Teacher,kenyaopendata:Public or Private,kenyaopendata:School Address,kenyaopendata:School Sponsor,kenyaopendata:School Zone,kenyaopendata:Sublocation,kenyaopendata:TSC Female Teachers,kenyaopendata:TSC Male Teachers,kenyaopendata:Total Enrolment 2007,kenyaopendata:Total Teaching staff,osm:education:fees_level6,osm:media:camera_device_number,osm:media:camera_number,osm:education:program_scouting,osm:education:program_description,osm:education:extra_other,osm:education:student_female,osm:education:student_male,osm:education:program_computers,osm:description,osm:station:type_description,osm:education:teachers_tsc,osm:designation,osm:security:gbv_support,osm:toilet:arranged_name,osm:education:program_specialneeds,osm:boundary_type:Constituency_boundary,osm:registered_voters,osm:building,osm:fee,osm:education:committees,osm:health_facility:referals,osm:medical_service:psychosocial_support_counselling,osm:medical_staff:counsellor,osm:medical_staff:description,osm:note,osm:contact:website,osm:addr:postcode,osm:website,osm:education:accessibility,osm:education:management_commitee,osm:education:program_WASH,osm:education:program_handwashing,osm:education:program_rain,osm:education:student_disable,osm:safe_place:acessible,osm:safe_place:compound,osm:safe_place:protected/secure,osm:safe_place:school,osm:security:description,osm:social_facility
"MULTIPOINT ((36.7788686 -1.3152087))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/02/21,mikelmaron,big_vehicles,school,,0,ironsheets,ironsheets,,0733586084,8_4_4,,,,,yes,0,mixed,,,,sponsored,,,80,4,4,0,4,0,pre_primary,always,node/2950176594,,,,,,,,kibera,Kings Kid Kindergarten,,,Mercy,private,Olympic,yes,,,,,,42,38,,,,,,,,,,,,,,,,Mercy,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.785278 -1.3118229))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/12,muindre,big_vehicles,school,,0,cement_block,asbestos,"P O Box 54112-00200, Nairobi",0722731984,8_4_4,,,,,yes,9000,mixed,yes,yes,yes,fees,,yes,19,3,3,0,2,0,pre_primary,never,node/2950176596,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Great%20Achievers%20Preparatory%20School/Class%202.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Great%20Achievers%20Preparatory%20School/Compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Great%20Achievers%20Preparatory%20School/Gate.JPG,,,,kibera,The Great Achievers Preparatory School,,,Buluma Protase,cbo,Karanja,yes,bulumanoprotase@yahoo.com,,,,,11,8,,,,,,,,,,,,,,,"Trip,700",Buluma Protase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7745493 -1.3076636))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/12,muindre,big_vehicles,school,,0,cement_block,asbestos,"P O Box 20136-00200, Nairobi",0712858474,8_4_4,,,,,yes,0,mixed,yes,,yes,sponsored,,,16,1,1,0,1,0,pre_primary,always,node/2951976091,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Angels%20of%20Hope%20Kibera/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Angels%20of%20Hope%20Kibera/compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Angels%20of%20Hope%20Kibera/sign%20post.JPG,,,,kibera,Angels of Hope,,,,private,Ayany,yes,"angelsofhopek@yahoo,com",,,,,06,10,,,,,,,,,,,,,,,,Regynnah Aluoch,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7712804 -1.3070579))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/12,muindre,big_vehicles,school,,1,ironsheets,ironsheets,"P O Box 73516-00200, Nairobi",0723931841,8_4_4,yes,yes,,yes,yes,,mixed,yes,yes,,fees,,yes,117,6,2,4,6,0,primary,sometimes,node/2951976092,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Dumpside%20Primary/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Dumpside%20Primary/building.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Dumpside%20Primary/sign%20post.JPG,,,,kibera,Damside Preparatory School,,,,private,Kianda,yes,damsideschoolsupport@yahoo.com,6000,10000,,,64,53,,,,,,,,yes,,,,,,,,Peter Mandela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7712929 -1.3071371))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/12,muindre,big_vehicles,school,,1,ironsheets,ironsheets,"P O Box 73516-00200, Nairobi",0723931841,8_4_4,yes,yes,,,yes,25000,mixed,mgcsd,yes,yes,yes,no,yes,105,5,2,3,5,0,secondary,sometimes,node/2951976093,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Dumpside%20Secondary/class%20sec.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Dumpside%20Secondary/building.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Dumpside%20Secondary/sign%20post.JPG,,,,kibera,Damside Preparatory School,,,,cbo,Kianda,yes,damsideschoolsupport@yahoo.com,,,,,45,60,,,,,,,,,,,,,,,,Peter Mandela,,,Peter Mandela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.775984 -1.3074855))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/12,muindre,big_vehicles,school,,0,cement_block,asbestos,"P O Box 8218-00300, Nairobi",0726986820/0723959305,8_4_4,,,,,yes,"Ksh 11,700",mixed,mgcsd,yes,,fees,,yes,97,3,3,0,3,0,pre_primary,sometimes,node/2951976094,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Havilla%20Children%20Center/Class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Havilla%20Children%20Center/Compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Havilla%20Children%20Center/Gate.JPG,,,,kibera,Havilla Children Centre,,,,cbo,Ayany,yes,,,,,,64,36,,,,,,,,,,,,,,,,Domtila Sykonyo,,,Domtila Sykonyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7807961 -1.3120888),(36.779913 -1.309527))",0,LANGATA,NAIROBI,KIBERA,0,0,0,PRIMARY SCHOOL,0,0,SERA NGOMBE,1,0,10,0,0,0,NAIROBI,30,24,,MIXED,DAY ONLY,ORDINARY,RELIGIOUS ORGANIZATION,PRIVATE,0,129,240,111,8,0,JEREMIC ADVENTIST PRI. SCH.,2017/10/12,muindre,big_vehicles,school,,1,cement_block,ironsheets,"P O Box 2504-00200, Nairobi",0729283091/0771253400,8_4_4,yes,,yes,,yes,,mixed,moe,yes,yes,fees,yes,yes,78,9,5,4,9,0,primary,always,node/2951976096,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Jeremic%20Adventist%20Academy/IMG_0194.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Jeremic%20Adventist%20Academy/IMG_0226.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Jeremic%20Adventist%20Academy/IMG_0200.JPG,,,,kibera,Jeremic Adventist Academy,JEREMIC ADVENTIST PRI. SCH.,,Jeremic Adventist Church,religious,Olympic,yes,jeremicadventistacademy@yahoo.com,9500,10500,,,46,32,,,,,,,,,,,,,,,,Handson Nyambeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7705308 -1.3067511),(36.769628 -1.303987))",4,LANGATA,NAIROBI,DAGORETTI,0,0,5,PRIMARY SCHOOL,0,0,KENYATTA/GOLF COURSE,0,5,4,12,0,0,NAIROBI,36.4,31.9,56.7,MIXED,DAY ONLY,ORDINARY,PRIVATE INDIVIDUAL,PRIVATE,1,276,510,234,14,0,THREE BELLS ACADEMY,2017/10/12,muindre,big_vehicles,school,,0,ironsheets,ironsheets,"P O Box 73858-00100, Nairobi",0715060666,8_4_4,yes,yes,yes,yes,yes,2400,mixed,moe,yes,yes,,,yes,270,15,6,9,15,,primary,sometimes,node/2951976097,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Three%20Bells%20School/Class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Three%20Bells%20School/Compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Three%20Bells%20School/Sign%20Post.JPG,,,,kibera,Three Bells Primary,THREE BELLS ACADEMY,,,private,Kianda,yes,threebellsnurseryandprimary@gmail.com,,,,,124,146,,,,,,,,,,,,,,,"exam-150, trip 1000 per year",Hillary W. Ochieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7710308 -1.306958))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/12,muindre,big_vehicles,school,,0,"mud,cement_block",ironsheets,"P O Box 10490-00100, Nairobi",0724636107,8_4_4,,yes,yes,,yes,,mixed,mgcsd,yes,yes,yes,,,92,6,2,4,3,,primary,sometimes,node/2951976098,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Young%20Achivers%20School/Class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Young%20Achivers%20School/Compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Young%20Achivers%20School/Gate.JPG,,,,kibera,Young Achievers School,,,Benta Aroka,cbo,Kianda,yes,,9000,,,,47,45,,,,,,,,yes,,,,,,,,Benta Aroka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7809527 -1.3167602))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/01/03,JamesLC,foot,school,,,cement_block,ironsheets,P.O Box 21377-00505,0725699948,8_4_4,,,,,,1800,mixed,mgcsd,yes,,,,,5,1,1,,,,primary,always,node/2952187215,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Baptist%20Rescue%20Center/class.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Baptist%20Rescue%20Center/sign%20post.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Baptist%20Rescue%20Center/building.JPG,,,,kibera,Baptist Rescue Centre,,,Baptist Church,religious,Gatwekera,arranged,janeawinja@yahoo.com,600 per term,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plot toilet,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7838077 -1.3143616),(36.783035 -1.311743))",1,LANGATA,NAIROBI,KIBERA,0,0,0,PRIMARY SCHOOL,0,0,SERA NGOMBE,0,0,3,0,0,0,NAIROBI,11,7.3,22,MIXED,DAY ONLY,ORDINARY,COMMUNITY,PRIVATE,0,10,22,12,2,0,BETHEL CHILDREN CENTRE PRI SCH,2015/01/03,JamesLC,small_cars,school,,,mud,ironsheets,"P.O Box 4108-00100, Nairobi",0726289671/ 0729391456,8_4_4,,yes,yes,yes,yes,,mixed,mgcsd,yes,yes,yes,yes,yes,350,11,5,6,,,primary,often,node/2952187216,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Bethel%20Outreach/Classroom.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Bethel%20Outreach/Compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Bethel%20Outreach/Signpost.JPG,,,,kibera,Bethel Outreach Children Centre,BETHEL CHILDREN CENTRE PRI SCH,,Bethel Outreach,cbo,Gatwekera,yes,bethelkibera@gmail.com,,,,,154,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7841846 -1.3147207),(36.784524 -1.312382))",1,LANGATA,NAIROBI,KIBERA,0,0,1,PRIMARY SCHOOL,0,0,SERA NGOMBE,2,0,0,0,3,0,NAIROBI,3.2,5.3,8,MIXED,DAY ONLY,ORDINARY,RELIGIOUS ORGANIZATION,PRIVATE,1,10,16,6,5,0,CANA JUNOIR ACADEMY PRI,2015/01/03,JamesLC,big_vehicles,school,,,ironsheets,ironsheets,"P.O Box 1022400-00100, Nairobi",0728912133,8_4_4,,,,,,3600,mixed,mgcsd,yes,yes,yes,,yes,82,4,3,1,,,primary,never,node/2952187217,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Cana%20Juniour%20Children%20Center/Classroom.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Cana%20Juniour%20Children%20Center/Sign.JPG,,,,,kibera,Cana Junior Children Centre,CANA JUNOIR ACADEMY PRI,,,private,Gatwekera,arranged,canajuniorchildrencentre@yahoo.com,1200 per term,1200 per term,,,43,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pee poo,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7796376 -1.3161588))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/04/29,muindre,foot,school,,,ironsheets,ironsheets,P.O Box 52305-00200,0700640819,8_4_4,,,,,,4500,mixed,,yes,,yes,,yes,40,4,3,1,2,,pre_primary,always,node/2952187218,https://lh4.googleusercontent.com/-oEJxQnuW_To/VSvk89NFifI/AAAAAAAAEAM/ySgsbxLHA5w/w758-h569-no/IMG_1500.JPG,https://lh4.googleusercontent.com/-kb8IItvNo7U/VSvk5vPYJyI/AAAAAAAAEAE/0YfiK0zTOps/w758-h569-no/IMG_1503.JPG,,https://lh4.googleusercontent.com/-XWmapz9O2iU/VSvk4PeGsBI/AAAAAAAAD_8/MRNneq2MEJQ/w758-h569-no/IMG_1502.JPG,,,,kibera,FPFK Gatwekera School,,,FPFK Gatwekera,religious,Gatwekera,yes,teresiakilingisi@yahoo.com,,,,,19,21,,,1500 per term,1500 per term,1500 per term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.778912 -1.317247),(36.77521 -1.30964))",1,LANGATA,NAIROBI,KIBERA,0,0,1,PRIMARY SCHOOL,0,0,SERA NGOMBE,0,0,0,0,2,2,NAIROBI,15,18.8,37.5,MIXED,DAY ONLY,ORDINARY,RELIGIOUS ORGANIZATION,PRIVATE,1,0,75,0,5,0,GALILAYA C. O. MISSION ACADEMY PRI SCH.,2015/01/03,JamesLC,foot,school,,,cement_block,ironsheets,,0727773247,8_4_4,,,,,,,mixed,,yes,,yes,,,25,2,1,1,,,primary,often,node/2952187220,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Galilaya%20Academy/Classroom.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Galilaya%20Academy/Compound.JPG,,,,,,kibera,Galilaya Educational Centre,GALILAYA C. O. MISSION ACADEMY PRI SCH.,,,private,Gatwekera,yes,,"1,200 per term","1,500 per term",,,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.784104 -1.3138454))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/01/03,JamesLC,small_cars,school,,,ironsheets,ironsheets,P.O Box 21681-00200,0725938742,8_4_4,no,,,,,4500,mixed,mgcsd,yes,yes,yes,,,92,2,2,,,,pre_primary,never,node/2952187221,,,,,,,,kibera,Gifted Hands Educational Centre,,,Gifted Hand CBO,cbo,Gatwekera,yes,g.hands@gmail.com,,,,,45,47,,,1500 per term,1500 per term,1500 per term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7810067 -1.3148942))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018/01/26,muindre,foot,school,,,cement_block,ironsheets,P.O Box 10258-00100,0752531733,8_4_4,,,,,,4500,mixed,,,yes,yes,yes,,195,9,4,5,,,primary,often,node/2952187223,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/The%20Global%20One%20Kibera%20School/Classroom.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/The%20Global%20One%20Kibera%20School/Sign.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/The%20Global%20One%20Kibera%20School/Establishment.JPG,,,,kibera,Global One Kibera School,,,,ngo_international,Gatwekera,arranged,charles@globalonefoundation.org,1500 per term,1500 per term,,,96,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pee poo,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7805469 -1.3175433))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/01/03,JamesLC,foot,school,,,cement_block,ironsheets,P.O Box 16104-0610,0715184699,8_4_4,,,,,,7500,mixed,,yes,yes,,,yes,18,6,2,4,,,secondary,always,node/2952187224,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Golden%20Light%20Secondary%20School/Compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Golden%20Light%20Secondary%20School/Sign.JPG,,,,kibera,Golden Light Secondary,,,Golden Light Educational And Rehabilitation Centre,cbo,Gatwekera,yes,kenotieno74@yahoo.com,,,,,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500 per term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7825904 -1.3154034))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/01/03,JamesLC,foot,school,,1,ironsheets,ironsheets,"P.O Bo 8361-00100, Nairobi",0723582868,8_4_4,,,,,,,mixed,mgcsd,yes,yes,yes,,yes,110,4,4,,,,pre_primary,always,node/2952187226,,,,,,,,kibera,Kibera Hamlets,,,Kibera Hamlets,ngo,Gatwekera,yes,info@kiberahamlets.org,,,,,70,40,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7822368 -1.3152))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/01/03,JamesLC,,school,,1,ironsheets,ironsheets,,0728728670,8_4_4,,yes,yes,yes,yes,3600,mixed,mgcsd,yes,yes,yes,,yes,60,4,3,1,,,pre_primary,always,node/2952187229,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Kimmta%20center%20for%20sports%20and%20educational%20center/class.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Kimmta%20center%20for%20sports%20and%20educational%20center/gate.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Kimmta%20center%20for%20sports%20and%20educational%20center/building.JPG,,,,kibera,Kimmta Academy,,,Kimmta,cbo,Gatwekera,arranged,,,,,,35,25,,,1200 per term,1200 per term,1200 per term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tosa one,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.7908547 -1.3126825))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/01/03,JamesLC,big_vehicles,school,,,ironsheets,ironsheets,P.O Box 76153-00508,0716583975,8_4_4,,,,,,,mixed,mgcsd,yes,,,,,50,2,2,,,,pre_primary,always,node/2952187231,,,,,,,,kibera,Mashimoni Squatters Nursery School,,,Balcraig Foundation,ngo,Kambi Muru,yes,fmuzaya@yahoo.com,,,,,24,26,,,,,,,,,,,,,,,,,,,The school is runned by AIC church in partnership with the foundation,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
